seed,value
1.0,0.0057163717951734
2.0,0.0049107351682404
3.0,0.004983882863919
4.0,0.0055628923140867
5.0,0.0051442129122587
6.0,0.0055383696049168
7.0,0.0060126864972516
8.0,0.0041459445384228
9.0,0.0060443817525948
10.0,0.0059425464852966
11.0,0.0052189570941127
12.0,0.0044840761234002
13.0,0.0060224600297344
14.0,0.0062444339308692
15.0,0.006150581135172
16.0,0.0049702088254711
17.0,0.0044397362950836
18.0,0.0068707307460073
19.0,0.0045794106097948
20.0,0.0061569365395707
21.0,0.0057115255348765
22.0,0.0060598083360984
23.0,0.0055903563749924
24.0,0.0049462143086077
25.0,0.0046969499519926
26.0,0.0050182916052928
27.0,0.0049370150742958
28.0,0.0045782355425517
29.0,0.0068960171512944
30.0,0.006070594533486
31.0,0.006024448365642
32.0,0.0036113871059354
33.0,0.0056390648008121
34.0,0.0043170514358062
35.0,0.0047624850325126
36.0,0.004936021755207
37.0,0.0048482099402348
38.0,0.0045520648488623
39.0,0.005511326073648
40.0,0.003441195481448
41.0,0.006201076261282
42.0,0.0057482905276639
43.0,0.0063048300333968
44.0,0.0063113651027131
45.0,0.0057448740023424
46.0,0.0062743501675675
47.0,0.0034123199980418
48.0,0.0065142757318907
49.0,0.0046364285831819
50.0,0.0052496604458532
51.0,0.0056915403465838
52.0,0.006116054509938
53.0,0.0061785726160707
54.0,0.0051506936802444
55.0,0.004503927170997
56.0,0.0045478198497688
57.0,0.0052537335108334
58.0,0.0031826772186702
59.0,0.0053427379638401
60.0,0.0047771383542891
61.0,0.0044941733972832
62.0,0.0050283310127388
63.0,0.0046717232860548
64.0,0.0045917180534639
65.0,0.0049389123936011
66.0,0.0041912388682676
67.0,0.0064859436264192
68.0,0.0055837240724407
69.0,0.0046844274912423
70.0,0.0055931544982937
71.0,0.0060282291632359
72.0,0.0060999860526031
73.0,0.0057580810710161
74.0,0.0063845236689545
75.0,0.0054724386303841
76.0,0.0050049944482646
77.0,0.0059567944911968
78.0,0.0059294072252642
79.0,0.0058091929500567
80.0,0.0046227175739403
81.0,0.0050187095532673
82.0,0.0051539558209114
83.0,0.005786858838831
84.0,0.0050190007403475
85.0,0.0051167643022266
86.0,0.0056657913385857
87.0,0.0053331634435531
88.0,0.0059257554742303
89.0,0.0059647704137614
90.0,0.0056278044642377
91.0,0.0059580236131702
92.0,0.0043980186225912
93.0,0.0057486589184711
94.0,0.0055091857753744
95.0,0.0052694574908124
96.0,0.0046073279327825
97.0,0.0042452139071412
98.0,0.0059356341292209
99.0,0.0050064649445418
100.0,0.0058354666827086
101.0,0.0060670629972481
102.0,0.0048072285729828
103.0,0.0058109442189772
104.0,0.0045751956103137
105.0,0.0051275351207953
106.0,0.005900308976414
107.0,0.0062254431416801
108.0,0.0059383519181246
109.0,0.0058270980328487
110.0,0.0057481990675633
111.0,0.0057901502363241
112.0,0.0063941491763863
113.0,0.0051382697555294
114.0,0.0053193348633733
115.0,0.0064145088121416
116.0,0.0041584207040237
117.0,0.0069724228423988
118.0,0.0057092654359052
119.0,0.0048231617886596
120.0,0.0042571310285964
121.0,0.006411900128297
122.0,0.0051519992712644
123.0,0.0063900145050259
124.0,0.0044657401020586
125.0,0.0051365717149344
126.0,0.0047414536598093
127.0,0.0062924853354257
128.0,0.0048221059345644
129.0,0.0057566628865817
130.0,0.005596293555134
131.0,0.0049289179238967
132.0,0.0064705592420257
133.0,0.0056359315104363
134.0,0.005994616100589
135.0,0.0058869665405101
136.0,0.0052876216880244
137.0,0.0061038724326098
138.0,0.0048298373947213
139.0,0.0051683907042377
140.0,0.0054021549596831
141.0,0.0051467008028722
142.0,0.0058670646676522
143.0,0.0060662388833895
144.0,0.0052104501934767
145.0,0.0045320878827861
146.0,0.0062012141624032
147.0,0.0059673067131876
148.0,0.0050002989185067
149.0,0.0052372229384479
150.0,0.0051714876089248
151.0,0.0058156622491356
152.0,0.0044550264961737
153.0,0.0061397241835353
154.0,0.0062148775171382
155.0,0.005518321327786
156.0,0.005770543509925
157.0,0.0048600568557093
158.0,0.0051705065745828
159.0,0.0062920017649452
160.0,0.0057023374894404
161.0,0.004564591657819
162.0,0.0052527775031774
163.0,0.005500265554155
164.0,0.005997473812314
165.0,0.0054820049923657
166.0,0.0058640856279275
167.0,0.0052350524512804
168.0,0.0052034439896198
169.0,0.0049259882305368
170.0,0.0064238493466796
171.0,0.0045247042158308
172.0,0.0060986344105526
173.0,0.0054574838892851
174.0,0.0061335746408423
175.0,0.005682566838839
176.0,0.0049470791997445
177.0,0.0053840295505916
178.0,0.0057728094526096
179.0,0.0051345177855129
180.0,0.005493202901556
181.0,0.0041136065777694
182.0,0.004417479906757
183.0,0.0046308189727227
184.0,0.0053717008843687
185.0,0.0047523430219157
186.0,0.006157919079373
187.0,0.0043433707828492
188.0,0.0036724882967259
189.0,0.0061419212690821
190.0,0.0056033857771709
191.0,0.005590730616337
192.0,0.0058542464546178
193.0,0.0050286885456584
194.0,0.006325547055573
195.0,0.0057342098658995
196.0,0.0056225306397325
197.0,0.0044861744324786
198.0,0.0053443208596633
199.0,0.0061234295750689
200.0,0.0060715697590399
201.0,0.0053210875784711
202.0,0.0059119265865108
203.0,0.0053028118980055
204.0,0.0049985210359705
205.0,0.0068668865324156
206.0,0.0049531229660837
207.0,0.0061790645144321
208.0,0.0052192783144715
209.0,0.00456283980625
210.0,0.0050707792560168
211.0,0.0050986451014946
212.0,0.0049807395014593
213.0,0.0046646177645777
214.0,0.0060343196228675
215.0,0.0064556539083738
216.0,0.0050119527486045
217.0,0.0049669504926762
218.0,0.005303960483738
219.0,0.0060841189574854
220.0,0.0057733083965666
221.0,0.0051368324001496
222.0,0.0051142319022719
223.0,0.004451816755674
224.0,0.0056959568524882
225.0,0.0052258630206466
226.0,0.0034687583585646
227.0,0.0052288192321739
228.0,0.0060413393679301
229.0,0.0057498391544233
230.0,0.0045971955000615
231.0,0.005475833296942
232.0,0.0066279528296847
233.0,0.0055779470986257
234.0,0.0054070619121863
235.0,0.0052855256735437
236.0,0.004936377831499
237.0,0.0045526756646689
238.0,0.0052860143539156
239.0,0.0053194928250937
240.0,0.0052281501431892
241.0,0.0054815747722819
242.0,0.0054503387391783
243.0,0.0057724313508157
244.0,0.0047031419578091
245.0,0.0061628750273494
246.0,0.005959012625718
247.0,0.0064918032876705
248.0,0.0057655099964526
249.0,0.0050555993268907
250.0,0.0061966768281464
251.0,0.0055140442595201
252.0,0.0046990185442184
253.0,0.0053873704211798
254.0,0.0067331896819067
255.0,0.0051703035802795
256.0,0.0053929176768172
257.0,0.0034817014311905
258.0,0.0061743751933703
259.0,0.0050482158341566
260.0,0.0053976446007978
261.0,0.004503531067516
262.0,0.0049491095648127
263.0,0.0052336139434248
264.0,0.0031437724452195
265.0,0.00602553482688
266.0,0.0051987593820934
267.0,0.0061968450235197
268.0,0.0057812590484064
269.0,0.0046580044231252
270.0,0.0047999366253748
271.0,0.0059285782795425
272.0,0.0052210069741928
273.0,0.0057926197287419
274.0,0.0056244923446987
275.0,0.0058867726692339
276.0,0.0060514929678997
277.0,0.0051102174709626
278.0,0.0055426799224326
279.0,0.0049844647550895
280.0,0.0064917027135103
281.0,0.0055755782702213
282.0,0.0056465920121102
283.0,0.0060152517696184
284.0,0.0059346911321236
285.0,0.0055960951503582
286.0,0.0059460471033998
287.0,0.0041180450747737
288.0,0.0047883843182171
289.0,0.0048429430614923
290.0,0.0048362149259242
291.0,0.0042361426104493
292.0,0.0048014341467688
293.0,0.0056283001208323
294.0,0.0066602182348139
295.0,0.0055555462468564
296.0,0.0057114587391238
297.0,0.0063033042724501
298.0,0.0065004345784244
299.0,0.0045506996035475
300.0,0.0059350289714655
301.0,0.0053116583692335
302.0,0.0058309863326178
303.0,0.006536365225603
304.0,0.0053973299814264
305.0,0.0057109869851834
306.0,0.0051566163707815
307.0,0.004740338131844
308.0,0.0061878501937392
309.0,0.0053695736721585
310.0,0.0042069444661378
311.0,0.0039991204320077
312.0,0.006004336780072
313.0,0.0057130879882113
314.0,0.006027821090406
315.0,0.0067721819592395
316.0,0.0061112728006692
317.0,0.0042386499419659
318.0,0.0058560573597506
319.0,0.0045563402242128
320.0,0.0050605336132323
321.0,0.0049774482072745
322.0,0.0056380523350974
323.0,0.0052678268277087
324.0,0.0054360676351674
325.0,0.0063344590382947
326.0,0.0048065870939379
327.0,0.0060919352840747
328.0,0.0059585433618442
329.0,0.0050235777386283
330.0,0.0050304320900334
331.0,0.0036608556381155
332.0,0.0050983727109633
333.0,0.0055317841109903
334.0,0.0041346394269596
335.0,0.0062570879850734
336.0,0.0055346608322963
337.0,0.0051647281172112
338.0,0.0048840581398055
339.0,0.00502418063872
340.0,0.0059684699746033
341.0,0.0048141828036213
342.0,0.0055105238651975
343.0,0.0053198469853176
344.0,0.005923148770814
345.0,0.0063697297066514
346.0,0.0041959962167632
347.0,0.0061015368224874
348.0,0.0044830666410035
349.0,0.0045524909723749
350.0,0.0055303026845227
351.0,0.0047369507747844
352.0,0.0043095956537143
353.0,0.0049655554618674
354.0,0.0048982121123927
355.0,0.0048934429116814
356.0,0.0046229432356093
357.0,0.0037736185827941
358.0,0.0054066223993264
359.0,0.0047747407499889
360.0,0.0052217680872863
361.0,0.0043414108611125
362.0,0.0057394710546557
363.0,0.0062158987425856
364.0,0.0050803943254471
365.0,0.0060100228956275
366.0,0.0063909095996417
367.0,0.0059261161296734
368.0,0.0057808126919162
369.0,0.0063301954332094
370.0,0.0047975341000466
371.0,0.0054436571303429
372.0,0.0067111989226955
373.0,0.0060642765826599
374.0,0.0046978638012705
375.0,0.0047820665245783
376.0,0.0054938519417835
377.0,0.0056798453689459
378.0,0.0053105873512244
379.0,0.0046668751875624
380.0,0.0060636352660096
381.0,0.0054663326201175
382.0,0.0055456497602595
383.0,0.0058627556135965
384.0,0.00510239699212
385.0,0.0050522051134452
386.0,0.0059794073117397
387.0,0.0051672391937603
388.0,0.0067507490113693
389.0,0.0058473921958699
390.0,0.0058819296583394
391.0,0.0056873250896876
392.0,0.0063420605333232
393.0,0.0049308841633578
394.0,0.0053287520891011
395.0,0.0047626124160328
396.0,0.0056177125245216
397.0,0.0054245639393252
398.0,0.0037518239266866
399.0,0.0059764699134456
400.0,0.0052474555836927
401.0,0.0063220113063965
402.0,0.0040982560242021
403.0,0.0060574142553325
404.0,0.0041085431102132
405.0,0.0049184009301589
406.0,0.0052852357191794
407.0,0.0056693304732651
408.0,0.0064076326213316
409.0,0.0059365983779778
410.0,0.0043610327026396
411.0,0.0061651939188323
412.0,0.0056422752450812
413.0,0.0059501100930716
414.0,0.0055220905904772
415.0,0.0053952959711298
416.0,0.0054161949615556
417.0,0.0054524754240546
418.0,0.0053624824686298
419.0,0.0060747722311879
420.0,0.0063392763076241
421.0,0.0047795594099572
422.0,0.0051265588169242
423.0,0.0048308547421711
424.0,0.0057656802534854
425.0,0.0056326450877516
426.0,0.0064554173009682
427.0,0.0057707250965411
428.0,0.0053600951522557
429.0,0.0054421049947157
430.0,0.0054603187680631
431.0,0.0056475477975473
432.0,0.0056788037557411
433.0,0.0052550338400196
434.0,0.0057346094682552
435.0,0.0061039822499582
436.0,0.0053721125930158
437.0,0.0047712078412785
438.0,0.0041778091582746
439.0,0.0059539731066253
440.0,0.004917615683746
441.0,0.0068310175556655
442.0,0.0056312373076939
443.0,0.0045080635439945
444.0,0.0053998008212692
445.0,0.0053084234049629
446.0,0.004788719538492
447.0,0.0053643281131283
448.0,0.0056663585960243
449.0,0.0056233361306511
450.0,0.005520825435428
451.0,0.0056778258347067
452.0,0.0054829060012839
453.0,0.0041324044376956
454.0,0.0054585757159941
455.0,0.0055718076921082
456.0,0.006213182316713
457.0,0.0055532819304035
458.0,0.0045541253889767
459.0,0.0062830300423291
460.0,0.0062193588081799
461.0,0.0057676415905745
462.0,0.005107693459442
463.0,0.0056057525937887
464.0,0.0066062177039437
465.0,0.005145335622263
466.0,0.0058489706870985
467.0,0.0051960216479849
468.0,0.0050123338043902
469.0,0.0065276352588028
470.0,0.0067224725235003
471.0,0.0063200317876734
472.0,0.0067656420053454
473.0,0.0063077684473021
474.0,0.0048121844225032
475.0,0.0059452277538582
476.0,0.0046242282559876
477.0,0.0054305788235627
478.0,0.006420206618017
479.0,0.004475124304417
480.0,0.0049951757146177
481.0,0.0062321174805614
482.0,0.0056377855439131
483.0,0.0053977271608351
484.0,0.0058270039488625
485.0,0.0056873556746265
486.0,0.0042651290067056
487.0,0.0048493892057008
488.0,0.0047845116318256
489.0,0.0045920907687749
490.0,0.0070044616605458
491.0,0.0057790554256383
492.0,0.0059331304584737
493.0,0.0043841614460273
494.0,0.0048218445442331
495.0,0.0046665440593904
496.0,0.0059631485097121
497.0,0.0043055803527245
498.0,0.0064393452959779
499.0,0.0039634109034474
500.0,0.0056190609414233
501.0,0.0055032527443525
502.0,0.0053318973986281
503.0,0.0061876812590866
504.0,0.0051606538406873
505.0,0.0057197864759889
506.0,0.0057258409290814
507.0,0.0056332387698272
508.0,0.0059561502051375
509.0,0.0056043483342842
510.0,0.0048607362369036
511.0,0.0071161601209227
512.0,0.0049152208434114
513.0,0.005687205407025
514.0,0.0053425882737933
515.0,0.0048313136515405
516.0,0.0055462621826163
517.0,0.0054253174712915
518.0,0.0048701194691723
519.0,0.0050854959893094
520.0,0.0054399302391182
521.0,0.0039973783154574
522.0,0.0042462195017974
523.0,0.0052393451991035
524.0,0.0050570202163221
525.0,0.006308715811228
526.0,0.0057085628258509
527.0,0.0060845599843905
528.0,0.0066553711889007
529.0,0.0053091236476007
530.0,0.0056427178592688
531.0,0.0063968635724602
532.0,0.0059998610478154
533.0,0.0044415028611207
534.0,0.004251933780821
535.0,0.0046169490245124
536.0,0.0060013233103196
537.0,0.005511180103958
538.0,0.0049845407789188
539.0,0.003289283822079
540.0,0.0064682778370262
541.0,0.0060195952859909
542.0,0.0046694643405457
543.0,0.0052783138543626
544.0,0.0041233057288529
545.0,0.0061208341642537
546.0,0.0061718944771942
547.0,0.0042050562220016
548.0,0.0067710278417389
549.0,0.0055163705537585
550.0,0.0057571007209926
551.0,0.0056887205099614
552.0,0.005570032175593
553.0,0.004923432846531
554.0,0.0068556702922876
555.0,0.0057607446843396
556.0,0.0057257188789533
557.0,0.0056022561133064
558.0,0.0066264721078749
559.0,0.0061705908143547
560.0,0.0053699848495911
561.0,0.0049013047825086
562.0,0.0040017811887461
563.0,0.004971014048934
564.0,0.0055450240478406
565.0,0.0049518202449624
566.0,0.0056779529072273
567.0,0.0053990709355973
568.0,0.0057813623847984
569.0,0.0043971024383327
570.0,0.0051863454066812
571.0,0.0057907860504815
572.0,0.0046729294557055
573.0,0.0032465264771222
574.0,0.0041482286073792
575.0,0.0066122673627303
576.0,0.0050266067736815
577.0,0.0063437696142038
578.0,0.0050554183569841
579.0,0.0062390378411848
580.0,0.0060360247687119
581.0,0.005506182267947
582.0,0.0051528557891267
583.0,0.0049965850476953
584.0,0.0042387818050849
585.0,0.0052644281043191
586.0,0.0064920936089127
587.0,0.0062240051251894
588.0,0.0060091968723022
589.0,0.0063411896402907
590.0,0.0048833915068981
591.0,0.005709355243647
592.0,0.0049596023151584
593.0,0.0054393606090103
594.0,0.0060061546227992
595.0,0.0047443275724975
596.0,0.0050937804321594
597.0,0.0062279910895315
598.0,0.0061782510781418
599.0,0.0055463341999878
600.0,0.004990425775122
601.0,0.006134849265688
602.0,0.0050790203985609
603.0,0.0065421912256294
604.0,0.0060280167298148
605.0,0.004753406185076
606.0,0.0055600177380045
607.0,0.0058635648037763
608.0,0.0054275980723089
609.0,0.0055700997356586
610.0,0.0066770680014941
611.0,0.0036631248973035
612.0,0.0061884029877037
613.0,0.0057709184709139
614.0,0.0052123611500072
615.0,0.0047970455615647
616.0,0.0041623200382195
617.0,0.0058558971890742
618.0,0.0056566969680313
619.0,0.00473021171024
620.0,0.0062668550512263
621.0,0.0058174849917084
622.0,0.0050283118862817
623.0,0.0055431859977233
624.0,0.0030995521178731
625.0,0.0056437162223059
626.0,0.0053987616441562
627.0,0.0063316079524677
628.0,0.0057576324295929
629.0,0.0063425440993005
630.0,0.0059529273137604
631.0,0.0064965607719687
632.0,0.0034028813979626
633.0,0.0054075059395159
634.0,0.0052363956118061
635.0,0.0056795269196153
636.0,0.0049825556588659
637.0,0.0058891762492503
638.0,0.0051322803475494
639.0,0.0064835290077661
640.0,0.0056930088575468
641.0,0.0062502706008351
642.0,0.0043815753107288
643.0,0.0061779122327213
644.0,0.0053997430678781
645.0,0.0054560064502237
646.0,0.0063843962397639
647.0,0.0051812526245621
648.0,0.0057299088009859
649.0,0.0057045816255943
650.0,0.0055827095393966
651.0,0.0057953451174094
